car_id,make,model,year,price_per_day,mileage,availability,location,fuel_type,category,transmission,seats,horsepower,features,image_url,rating,bookings_count,predicted_price
3796,Audi,Altima,2021,149.48,106049,True,Atlanta,Diesel,Sedan,Automatic,5,466,"Sunroof, Backup Cam, Leather, AC",https://placekitten.com/600/400,3.6,99,142.17914898872624
3797,Hyundai,Altima,2025,222.44,143390,True,Phoenix,Gas,Sedan,Manual,4,563,"Autopilot, Bluetooth, AC, Sunroof",https://picsum.photos/600/400,3.6,207,216.95679152042806
3798,Tesla,Camry,2024,74.21,79474,True,Miami,Diesel,Sedan,Automatic,7,564,"Bluetooth, Leather",https://dummyimage.com/600x400,4.7,263,76.57091715974518
3799,Mercedes,Corolla,2022,249.01,142044,False,Denver,Hybrid,Sedan,Manual,7,584,"GPS, Bluetooth",https://picsum.photos/600/400,4.6,124,211.90656253256478
3800,Honda,Mustang,2020,130.86,65277,True,Seattle,Hybrid,Sports,Manual,5,553,"Bluetooth, Backup Cam",https://placekitten.com/600/400,4.2,103,110.91931450501373
3801,Honda,Altima,2023,59.09,24645,False,Dallas,Diesel,Sedan,Automatic,5,338,"Sunroof, GPS, Autopilot, Backup Cam, AC",https://placekitten.com/600/400,4.0,70,46.782653074117064
3802,Chevrolet,Civic,2025,165.81,119148,True,Los Angeles,Diesel,Sedan,Automatic,4,536,"Autopilot, Leather, Bluetooth",https://placekitten.com/600/400,4.1,127,126.00885722433598
3803,Audi,911,2023,128.43,20717,False,Dallas,Gas,Sports,Automatic,5,254,"Autopilot, Sunroof",https://dummyimage.com/600x400,3.7,90,104.97965757571858
3804,Mercedes,Model Y,2020,57.23,67552,True,Miami,Electric,SUV,Manual,5,195,"AC, Bluetooth, Sunroof",https://picsum.photos/600/400,4.0,65,58.59890588966004
3805,Tesla,Altima,2024,30.57,137177,True,Atlanta,Diesel,Sedan,Automatic,7,489,"AC, GPS, Bluetooth, Leather, Backup Cam",https://dummyimage.com/600x400,4.0,167,26.476122847711967
3806,Honda,RAV4,2025,117.63,19588,True,New York,Diesel,SUV,Automatic,7,443,"Sunroof, Bluetooth, Backup Cam, GPS, Leather",https://placekitten.com/600/400,4.9,300,126.69247041412557
3807,BMW,Explorer,2025,232.41,111559,False,Los Angeles,Hybrid,SUV,Manual,4,275,"AC, Sunroof, Autopilot, Leather, Bluetooth",https://picsum.photos/600/400,4.5,124,233.62017335213744
3808,Tesla,RAV4,2020,71.79,64770,False,Denver,Electric,SUV,Manual,7,294,"GPS, AC, Leather, Backup Cam, Autopilot",https://placekitten.com/600/400,4.4,21,50.592162377592324
3809,Mercedes,RAV4,2021,189.4,76258,False,New York,Diesel,SUV,Automatic,7,518,"Backup Cam, Leather, AC, Bluetooth",https://picsum.photos/600/400,3.7,283,208.0078563477382
3810,Honda,Ram 1500,2019,175.03,142730,False,Miami,Electric,Truck,Automatic,4,599,"Autopilot, GPS, Sunroof, Leather",https://placekitten.com/600/400,4.3,270,196.31711304068753
3811,Tesla,Mustang,2022,115.08,131477,True,Boston,Electric,Sports,Automatic,4,163,"GPS, Sunroof, AC, Autopilot, Bluetooth",https://picsum.photos/600/400,4.9,252,97.92394250700076
3812,Chevrolet,Silverado,2021,141.67,94564,True,Phoenix,Electric,Truck,Manual,7,380,"Bluetooth, Autopilot",https://dummyimage.com/600x400,4.8,172,150.59928038229
3813,BMW,F-150,2021,110.79,139184,True,Denver,Hybrid,Truck,Automatic,4,174,"GPS, Leather, AC, Bluetooth",https://dummyimage.com/600x400,4.7,233,96.55628404161524
3814,Hyundai,Ram 1500,2021,31.45,36445,True,Boston,Gas,Truck,Automatic,7,389,"Autopilot, Backup Cam, GPS, Leather",https://dummyimage.com/600x400,4.5,282,31.910760002310273
3815,Chevrolet,Silverado,2024,202.37,12559,False,Seattle,Electric,Truck,Manual,4,452,"Leather, Sunroof, Bluetooth",https://placekitten.com/600/400,3.9,269,163.98551860767853
3816,Tesla,Ram 1500,2021,202.09,139719,True,New York,Hybrid,Truck,Automatic,5,268,"Sunroof, Backup Cam, AC, Autopilot",https://picsum.photos/600/400,4.2,20,147.7346675510931
3817,Nissan,Ram 1500,2018,105.84,86273,True,Chicago,Electric,Truck,Manual,7,245,"Leather, AC, Bluetooth, Backup Cam",https://placekitten.com/600/400,4.3,132,99.76239429770452
3818,Audi,F-150,2019,173.18,58069,True,New York,Hybrid,Truck,Manual,5,542,"Autopilot, Leather, Bluetooth, Sunroof, AC",https://placekitten.com/600/400,4.3,143,169.96589316261858
3819,Chevrolet,Accord,2025,43.76,32188,True,Phoenix,Diesel,Sedan,Manual,7,516,"AC, Bluetooth",https://placekitten.com/600/400,4.1,99,41.14963049111374
3820,Chevrolet,CR-V,2022,123.03,13356,True,Dallas,Diesel,SUV,Manual,5,583,"Bluetooth, Sunroof, Leather",https://dummyimage.com/600x400,4.1,200,101.17930806328178
3821,Tesla,Challenger,2018,78.16,43065,False,Los Angeles,Electric,Sports,Manual,5,437,"AC, Bluetooth, Backup Cam, Sunroof, Leather",https://dummyimage.com/600x400,4.4,259,73.47158339557454
3822,BMW,Ram 1500,2019,149.86,96247,True,Atlanta,Diesel,Truck,Automatic,7,231,"Backup Cam, Sunroof, GPS, AC, Bluetooth",https://picsum.photos/600/400,3.7,112,155.91347674326235
3823,Honda,Mustang,2023,160.29,7951,False,Miami,Electric,Sports,Automatic,5,378,"GPS, Sunroof, Autopilot",https://dummyimage.com/600x400,3.7,97,159.21061443024877
3824,Mercedes,911,2019,52.58,40121,True,Boston,Diesel,Sports,Automatic,7,338,"AC, Bluetooth",https://picsum.photos/600/400,4.5,226,54.01938562833599
3825,Nissan,Mustang,2024,74.56,87809,True,Miami,Gas,Sports,Manual,4,483,"Leather, Sunroof, AC, Autopilot, Bluetooth",https://picsum.photos/600/400,4.6,33,67.06543159811987
3826,Hyundai,CR-V,2022,200.03,75383,True,Chicago,Diesel,SUV,Automatic,7,412,"Bluetooth, Backup Cam, Leather",https://dummyimage.com/600x400,4.8,277,235.18681017210102
3827,BMW,911,2021,112.43,85055,True,Phoenix,Hybrid,Sports,Manual,4,583,"Bluetooth, Leather",https://dummyimage.com/600x400,4.6,128,92.5944247656719
3828,Hyundai,Model Y,2024,233.73,93874,True,Dallas,Electric,SUV,Manual,5,436,"Bluetooth, Autopilot",https://picsum.photos/600/400,5.0,108,250.8236202357118
3829,BMW,RAV4,2021,193.43,58158,True,Miami,Electric,SUV,Manual,7,305,"Leather, AC",https://picsum.photos/600/400,4.4,153,227.72197911668684
3830,BMW,Ram 1500,2018,198.95,43230,True,Seattle,Electric,Truck,Manual,4,332,"Leather, GPS",https://placekitten.com/600/400,3.6,243,213.3014997578589
3831,BMW,911,2022,186.54,47774,True,Boston,Gas,Sports,Automatic,4,554,"GPS, Backup Cam, Leather, Sunroof",https://picsum.photos/600/400,3.5,61,180.873169602499
3832,Chevrolet,Civic,2022,123.87,102679,True,Los Angeles,Electric,Sedan,Automatic,5,357,"Bluetooth, Autopilot, GPS",https://picsum.photos/600/400,4.2,78,114.05397672447852
3833,Toyota,Model Y,2024,233.17,73261,True,Boston,Diesel,SUV,Manual,4,247,"AC, Sunroof, Autopilot, Leather, Backup Cam",https://dummyimage.com/600x400,4.3,191,269.40768363916834
3834,Nissan,Silverado,2021,229.87,143543,False,Chicago,Hybrid,Truck,Manual,7,280,"Sunroof, AC, Backup Cam",https://dummyimage.com/600x400,4.2,36,180.8051130895149
3835,Chevrolet,Ram 1500,2019,181.39,128845,False,Phoenix,Gas,Truck,Manual,5,557,"Bluetooth, Leather",https://dummyimage.com/600x400,4.4,61,154.99437406146046
3836,Ford,Mustang,2021,132.63,75077,True,Denver,Gas,Sports,Manual,5,190,"Autopilot, Sunroof, GPS, AC",https://placekitten.com/600/400,3.5,25,124.72078703442494
3837,BMW,Corolla,2019,203.54,81387,True,Dallas,Diesel,Sedan,Manual,7,169,"GPS, Sunroof",https://placekitten.com/600/400,4.9,277,241.3268068705988
3838,Honda,Challenger,2024,216.28,26571,True,Denver,Hybrid,Sports,Automatic,4,391,"Sunroof, Backup Cam, Autopilot",https://picsum.photos/600/400,3.7,121,228.60042164843875
3839,BMW,Corolla,2018,249.89,43175,True,New York,Hybrid,Sedan,Manual,7,509,"Leather, GPS, Sunroof",https://picsum.photos/600/400,4.1,83,213.6042568108812
3840,Chevrolet,CR-V,2018,246.79,65844,True,Los Angeles,Hybrid,SUV,Manual,5,267,"GPS, Backup Cam",https://placekitten.com/600/400,4.4,201,235.30287420820892
3841,Hyundai,RAV4,2019,151.22,57987,True,Boston,Hybrid,SUV,Automatic,5,452,"GPS, Backup Cam",https://placekitten.com/600/400,4.0,258,137.28530812246376
3842,Chevrolet,CR-V,2025,229.87,78888,True,Phoenix,Electric,SUV,Manual,5,500,"Leather, Autopilot",https://picsum.photos/600/400,4.2,57,205.3961206532916
3843,Tesla,X5,2019,203.38,43949,True,Chicago,Electric,SUV,Automatic,7,243,"Bluetooth, Autopilot, AC, GPS, Backup Cam",https://picsum.photos/600/400,4.2,190,233.24298376289167
3844,BMW,Silverado,2018,205.37,92939,True,Denver,Hybrid,Truck,Manual,4,243,"AC, GPS, Sunroof, Autopilot",https://picsum.photos/600/400,4.7,17,163.11276703147308
3845,BMW,X5,2019,91.03,32564,True,Denver,Gas,SUV,Manual,7,385,"Sunroof, Bluetooth, GPS, Autopilot, AC",https://picsum.photos/600/400,3.5,160,112.99709819462501
3846,Mercedes,Silverado,2022,60.73,101923,True,Miami,Diesel,Truck,Automatic,4,353,"GPS, Sunroof, Autopilot, Bluetooth",https://picsum.photos/600/400,4.0,291,68.27475836273682
3847,Honda,Mustang,2020,113.09,87436,False,Seattle,Electric,Sports,Manual,7,233,"AC, Leather",https://dummyimage.com/600x400,3.6,73,131.59483194928583
3848,Hyundai,Silverado,2021,220.0,18397,True,Denver,Gas,Truck,Manual,4,409,"AC, Sunroof, Bluetooth, Autopilot, Backup Cam",https://placekitten.com/600/400,3.8,252,204.72299610316648
3849,Hyundai,Ram 1500,2024,213.33,39144,True,Miami,Diesel,Truck,Manual,7,214,"Sunroof, AC, Backup Cam, Bluetooth",https://placekitten.com/600/400,4.6,292,208.53197195982807
3850,Honda,X5,2018,94.8,83673,False,Atlanta,Hybrid,SUV,Automatic,5,169,"Autopilot, AC, Bluetooth, Leather",https://placekitten.com/600/400,4.4,209,74.42058119745859
3851,Tesla,Accord,2024,169.38,47254,True,New York,Diesel,Sedan,Automatic,4,486,"AC, Autopilot, Leather, Backup Cam",https://placekitten.com/600/400,4.2,53,156.04990222365373
3852,Tesla,Silverado,2020,152.34,30187,True,Seattle,Gas,Truck,Manual,5,445,"Bluetooth, Backup Cam, GPS, AC, Autopilot",https://dummyimage.com/600x400,4.6,185,163.62050692349365
3853,Mercedes,Ram 1500,2019,122.63,61245,False,Atlanta,Electric,Truck,Automatic,5,582,"AC, Autopilot, Leather, Sunroof, GPS",https://picsum.photos/600/400,4.8,282,146.47043198993788
3854,Hyundai,Mustang,2025,190.67,133330,False,Atlanta,Diesel,Sports,Automatic,7,546,"AC, Backup Cam, Sunroof",https://picsum.photos/600/400,4.0,177,159.00476146104145
3855,Hyundai,Challenger,2019,113.5,71104,True,Miami,Gas,Sports,Automatic,7,583,"GPS, Autopilot, AC",https://dummyimage.com/600x400,4.1,205,107.27726142282584
3856,Toyota,Model Y,2024,137.38,136394,True,Los Angeles,Hybrid,SUV,Automatic,7,590,"GPS, Leather",https://dummyimage.com/600x400,4.6,90,134.2621769686684
3857,Tesla,911,2018,68.86,86793,False,Chicago,Gas,Sports,Automatic,4,327,"Backup Cam, GPS",https://picsum.photos/600/400,3.8,220,54.44289333055382
3858,Hyundai,F-150,2025,131.8,53373,True,Phoenix,Electric,Truck,Manual,4,362,"GPS, Autopilot",https://dummyimage.com/600x400,3.5,112,143.49097450956359
3859,Mercedes,CR-V,2024,40.7,22950,True,Phoenix,Gas,SUV,Automatic,4,158,"GPS, Leather, Backup Cam, AC, Sunroof",https://picsum.photos/600/400,4.4,85,36.28003902471137
3860,Ford,Accord,2021,194.2,113871,True,Chicago,Gas,Sedan,Automatic,4,166,"Autopilot, Backup Cam, Bluetooth, Leather, AC",https://picsum.photos/600/400,4.9,24,188.50827907021326
3861,Toyota,F-150,2019,44.7,125980,True,Phoenix,Gas,Truck,Manual,7,213,"Backup Cam, AC",https://dummyimage.com/600x400,4.8,165,41.66967946133086
3862,BMW,Camry,2020,211.78,95066,True,Los Angeles,Gas,Sedan,Automatic,7,383,"AC, Leather, GPS, Sunroof",https://placekitten.com/600/400,4.2,21,186.70508368880311
3863,Audi,RAV4,2025,84.18,7170,True,Atlanta,Gas,SUV,Manual,7,273,"AC, Leather, Autopilot, Backup Cam, GPS",https://dummyimage.com/600x400,4.1,155,84.09104296833705
3864,BMW,Corolla,2019,203.29,88378,False,Los Angeles,Gas,Sedan,Manual,7,266,"Leather, Backup Cam, GPS, Bluetooth",https://dummyimage.com/600x400,4.9,33,196.715309315936
3865,Nissan,Explorer,2021,241.32,53462,True,Denver,Gas,SUV,Manual,4,541,"Backup Cam, GPS, Bluetooth",https://dummyimage.com/600x400,4.2,6,227.85948837727685
3866,Nissan,Altima,2021,108.33,115549,True,Boston,Hybrid,Sedan,Automatic,7,473,"Leather, Bluetooth, Autopilot, AC",https://dummyimage.com/600x400,3.7,190,96.49286287850526
3867,Nissan,Silverado,2019,133.6,11132,True,Denver,Hybrid,Truck,Manual,5,371,"Sunroof, AC, Backup Cam",https://picsum.photos/600/400,4.8,199,140.00327440249043
3868,Toyota,Accord,2020,201.19,13650,True,Denver,Electric,Sedan,Manual,4,437,"Leather, GPS, Autopilot, AC, Backup Cam",https://picsum.photos/600/400,4.4,239,251.09368873719444
3869,Toyota,Corolla,2024,225.79,117427,True,New York,Hybrid,Sedan,Automatic,5,515,"Bluetooth, Autopilot, AC, Sunroof, GPS",https://dummyimage.com/600x400,4.9,50,230.527770745412
3870,BMW,Silverado,2021,197.8,73722,True,Atlanta,Electric,Truck,Manual,5,239,"Autopilot, GPS, Leather, Bluetooth, AC",https://placekitten.com/600/400,4.4,267,227.35482743641322
3871,Tesla,Altima,2021,71.49,84757,False,Dallas,Hybrid,Sedan,Automatic,7,529,"Sunroof, Autopilot, Backup Cam",https://picsum.photos/600/400,5.0,232,56.58195518561684
3872,Tesla,Accord,2024,55.82,107833,True,Los Angeles,Electric,Sedan,Automatic,4,274,"Leather, Sunroof, AC, Backup Cam, Bluetooth",https://dummyimage.com/600x400,4.4,236,57.140936531206734
3873,Audi,CR-V,2018,156.34,123144,False,Chicago,Hybrid,SUV,Manual,4,567,"Leather, Backup Cam",https://placekitten.com/600/400,3.5,212,130.6056155518095
3874,Mercedes,RAV4,2022,119.83,105711,True,New York,Hybrid,SUV,Automatic,5,414,"Autopilot, GPS",https://picsum.photos/600/400,4.7,189,93.28301289007784
3875,Hyundai,X5,2025,73.47,74029,True,New York,Hybrid,SUV,Automatic,7,163,"Bluetooth, AC, Sunroof",https://placekitten.com/600/400,5.0,53,65.3217574040977
3876,Nissan,Mustang,2021,237.94,120453,False,New York,Gas,Sports,Manual,4,564,"Autopilot, AC, Backup Cam",https://picsum.photos/600/400,4.5,82,280.4800791445548
3877,Honda,Ram 1500,2024,92.09,10127,True,Dallas,Hybrid,Truck,Automatic,4,254,"GPS, Sunroof",https://picsum.photos/600/400,5.0,150,105.21304364932814
3878,Nissan,F-150,2023,230.84,98890,True,Denver,Gas,Truck,Manual,7,512,"AC, Sunroof",https://picsum.photos/600/400,3.9,263,239.25428150585566
3879,Hyundai,CR-V,2024,148.34,19476,True,New York,Electric,SUV,Automatic,5,563,"Sunroof, GPS, AC",https://dummyimage.com/600x400,4.2,217,114.23587984188914
3880,Audi,Challenger,2025,98.87,126228,True,Phoenix,Diesel,Sports,Manual,4,338,"Autopilot, AC",https://dummyimage.com/600x400,4.2,238,95.9590597995912
3881,Chevrolet,Explorer,2025,206.6,73411,True,Chicago,Electric,SUV,Automatic,7,327,"AC, Autopilot",https://dummyimage.com/600x400,4.8,285,215.9496832758648
3882,Nissan,Altima,2021,47.23,64797,True,Denver,Gas,Sedan,Automatic,7,502,"Backup Cam, Sunroof, Autopilot",https://placekitten.com/600/400,4.6,247,48.47358641844957
3883,Mercedes,911,2019,145.68,138713,False,Miami,Diesel,Sports,Manual,4,365,"Backup Cam, Autopilot",https://dummyimage.com/600x400,4.2,67,105.38942261377873
3884,Mercedes,Ram 1500,2018,226.25,95230,True,Atlanta,Electric,Truck,Automatic,7,395,"Autopilot, Sunroof, Bluetooth",https://dummyimage.com/600x400,4.9,280,196.0348380328256
3885,BMW,Explorer,2022,75.57,21102,True,Phoenix,Hybrid,SUV,Manual,7,454,"AC, Leather",https://picsum.photos/600/400,4.2,55,74.84364650449221
3886,Mercedes,Challenger,2024,190.11,69749,True,Atlanta,Gas,Sports,Automatic,7,409,"Leather, Sunroof",https://placekitten.com/600/400,4.6,103,205.40313972124696
3887,Toyota,RAV4,2025,241.56,58444,True,Boston,Hybrid,SUV,Manual,4,377,"AC, Autopilot",https://picsum.photos/600/400,3.7,201,161.98550453026454
3888,Hyundai,X5,2025,172.6,39974,True,Denver,Diesel,SUV,Automatic,7,549,"Bluetooth, Leather, Sunroof",https://dummyimage.com/600x400,4.2,195,168.40261027482646
3889,Honda,Civic,2019,34.9,144784,False,Chicago,Hybrid,Sedan,Manual,4,190,"Bluetooth, Sunroof",https://placekitten.com/600/400,3.7,71,35.648860310316316
3890,Mercedes,Mustang,2020,220.59,35654,True,Boston,Hybrid,Sports,Manual,5,580,"Bluetooth, Sunroof, Autopilot, Leather, AC",https://picsum.photos/600/400,3.9,296,248.7023862820187
3891,Toyota,Civic,2025,88.75,123288,True,Seattle,Hybrid,Sedan,Manual,5,187,"Autopilot, AC, GPS",https://picsum.photos/600/400,3.9,282,97.97366659016087
3892,Chevrolet,911,2022,46.45,97211,True,Chicago,Gas,Sports,Automatic,4,506,"GPS, Leather",https://dummyimage.com/600x400,5.0,269,50.50906566380036
3893,Audi,RAV4,2020,203.25,136517,True,Denver,Diesel,SUV,Manual,7,240,"Autopilot, AC, Sunroof",https://picsum.photos/600/400,4.7,43,178.86181380192477
3894,Tesla,Accord,2018,208.97,64640,True,Boston,Hybrid,Sedan,Manual,7,222,"Leather, GPS, Sunroof, Autopilot, Backup Cam",https://dummyimage.com/600x400,3.9,251,149.16271901080134
3895,Ford,Explorer,2023,129.34,91561,False,Dallas,Hybrid,SUV,Manual,7,279,"GPS, Sunroof, Backup Cam, AC, Autopilot",https://dummyimage.com/600x400,3.6,89,121.71438346025177
3896,Nissan,Corolla,2019,136.93,105981,False,Atlanta,Hybrid,Sedan,Manual,5,244,"Leather, Sunroof, GPS",https://picsum.photos/600/400,4.9,88,157.50301687387122
3897,Nissan,F-150,2018,98.26,102382,False,Seattle,Diesel,Truck,Automatic,4,175,"Sunroof, GPS",https://picsum.photos/600/400,5.0,45,118.7981262811826
3898,Hyundai,Mustang,2018,113.74,52518,True,Miami,Diesel,Sports,Manual,5,505,"Bluetooth, GPS, Backup Cam, Leather, Autopilot",https://placekitten.com/600/400,3.7,245,125.8626782343025
3899,Audi,Ram 1500,2018,109.76,143786,True,Los Angeles,Hybrid,Truck,Automatic,5,363,"Backup Cam, AC, Autopilot, Leather",https://picsum.photos/600/400,4.8,138,116.82866730660776
3900,Nissan,Mustang,2018,122.98,115765,True,Phoenix,Hybrid,Sports,Manual,4,411,"AC, Backup Cam",https://dummyimage.com/600x400,4.1,255,129.9832125937759
3901,Nissan,Civic,2019,153.65,14599,True,Chicago,Diesel,Sedan,Automatic,5,277,"AC, Bluetooth, Backup Cam, Sunroof",https://placekitten.com/600/400,3.9,259,140.8328531840309
3902,Audi,F-150,2019,134.73,49701,False,New York,Gas,Truck,Automatic,5,337,"AC, Bluetooth, Leather, GPS",https://picsum.photos/600/400,4.0,280,132.1015464974281
3903,BMW,Camry,2020,240.55,132271,True,Dallas,Electric,Sedan,Automatic,7,403,"Backup Cam, Leather, GPS",https://placekitten.com/600/400,4.8,86,300.7742011656286
3904,Ford,Civic,2019,191.43,26058,True,Denver,Hybrid,Sedan,Automatic,4,550,"Bluetooth, GPS, Backup Cam, Sunroof, AC",https://picsum.photos/600/400,4.3,129,164.36491814268916
3905,Ford,CR-V,2025,114.58,60824,True,Denver,Electric,SUV,Manual,5,224,"Autopilot, Sunroof, GPS, Leather",https://picsum.photos/600/400,3.7,216,142.33320307593021
3906,Nissan,F-150,2021,171.17,62485,True,Miami,Electric,Truck,Manual,4,545,"GPS, Autopilot, Backup Cam",https://dummyimage.com/600x400,4.5,169,162.90176611933913
3907,Honda,Challenger,2023,146.09,85007,True,Los Angeles,Diesel,Sports,Automatic,4,469,"Backup Cam, Leather",https://picsum.photos/600/400,4.6,294,175.134856522655
3908,BMW,CR-V,2022,54.08,49711,True,Miami,Hybrid,SUV,Manual,5,232,"Leather, Backup Cam, Autopilot",https://dummyimage.com/600x400,3.8,15,42.66791664295597
3909,Audi,Model Y,2022,165.92,14459,False,Atlanta,Electric,SUV,Automatic,5,376,"Leather, Bluetooth, AC, Backup Cam, GPS",https://picsum.photos/600/400,4.0,159,180.50198375858577
3910,BMW,Ram 1500,2022,61.0,126442,False,Denver,Electric,Truck,Manual,7,246,"Autopilot, GPS, Backup Cam",https://dummyimage.com/600x400,5.0,129,54.25855325607926
3911,Tesla,Model Y,2023,111.82,122281,True,Miami,Diesel,SUV,Manual,4,268,"AC, Autopilot, Sunroof",https://picsum.photos/600/400,4.0,58,88.0817233898556
3912,Chevrolet,Explorer,2023,236.37,104139,True,Dallas,Diesel,SUV,Automatic,5,394,"Autopilot, Sunroof",https://placekitten.com/600/400,3.6,44,244.11823374070127
3913,Tesla,CR-V,2021,110.53,48750,False,Dallas,Hybrid,SUV,Automatic,4,255,"Autopilot, Leather, Bluetooth, AC",https://picsum.photos/600/400,4.6,28,127.26653751902687
3914,BMW,RAV4,2019,226.98,120635,True,Chicago,Gas,SUV,Automatic,4,166,"Sunroof, GPS",https://picsum.photos/600/400,4.9,276,198.21227884020723
3915,Ford,Model Y,2018,241.58,109021,True,Phoenix,Diesel,SUV,Manual,4,150,"AC, Leather, Backup Cam, Sunroof, GPS",https://picsum.photos/600/400,4.3,276,187.26015864086895
3916,Tesla,911,2025,98.8,117513,True,Los Angeles,Electric,Sports,Manual,7,550,"AC, Autopilot",https://dummyimage.com/600x400,3.7,269,97.43886059255597
3917,Audi,Ram 1500,2021,145.72,54817,True,Atlanta,Electric,Truck,Automatic,5,338,"GPS, Leather, Sunroof",https://dummyimage.com/600x400,4.4,256,143.80883858358837
3918,Tesla,911,2020,42.14,26432,False,New York,Diesel,Sports,Manual,4,253,"GPS, Leather, Sunroof",https://picsum.photos/600/400,4.9,36,45.60592836577198
3919,Hyundai,Corolla,2024,98.0,34060,False,Dallas,Gas,Sedan,Manual,5,574,"Sunroof, Bluetooth, Leather, GPS",https://placekitten.com/600/400,3.8,212,111.95904019905797
3920,Audi,Silverado,2020,125.16,9927,True,New York,Gas,Truck,Manual,5,151,"GPS, Autopilot, Sunroof",https://picsum.photos/600/400,3.6,6,124.0445393867902
3921,Tesla,Ram 1500,2019,74.27,75094,True,Miami,Gas,Truck,Automatic,5,258,"AC, GPS, Leather",https://picsum.photos/600/400,4.6,159,94.94123467846548
3922,Ford,Ram 1500,2020,82.4,115343,True,New York,Gas,Truck,Automatic,7,468,"GPS, Backup Cam, Leather, Autopilot, Bluetooth",https://picsum.photos/600/400,4.3,35,85.17154144245622
3923,Honda,RAV4,2019,242.71,31099,True,Boston,Gas,SUV,Manual,7,304,"Backup Cam, AC, Bluetooth, GPS, Leather",https://picsum.photos/600/400,3.6,224,230.0978234090598
3924,Chevrolet,Challenger,2021,52.56,13691,True,Seattle,Hybrid,Sports,Automatic,4,455,"GPS, Autopilot, Backup Cam, Sunroof",https://placekitten.com/600/400,4.0,122,39.8544029408333
3925,Nissan,RAV4,2022,225.51,131247,False,Chicago,Hybrid,SUV,Automatic,5,343,"GPS, Autopilot, Backup Cam",https://placekitten.com/600/400,5.0,234,216.62514773602513
3926,Toyota,Ram 1500,2022,229.61,73022,True,Los Angeles,Diesel,Truck,Manual,7,447,"Sunroof, AC, Backup Cam",https://picsum.photos/600/400,4.1,223,218.02432901962237
3927,Chevrolet,Mustang,2018,233.83,57455,True,Chicago,Hybrid,Sports,Manual,5,429,"Leather, GPS, Sunroof, Backup Cam",https://picsum.photos/600/400,4.4,227,267.51221057717447
3928,Honda,Civic,2019,31.3,89225,False,Phoenix,Electric,Sedan,Automatic,7,256,"Backup Cam, Bluetooth, Leather",https://picsum.photos/600/400,4.1,109,33.47136061499388
3929,Ford,Ram 1500,2020,80.09,81471,False,Chicago,Electric,Truck,Manual,5,188,"AC, Bluetooth",https://picsum.photos/600/400,4.5,72,65.92164905726656
3930,Toyota,Explorer,2024,210.94,93465,False,Denver,Diesel,SUV,Automatic,7,541,"AC, Backup Cam, GPS, Bluetooth, Autopilot",https://dummyimage.com/600x400,4.2,121,216.3903010404316
3931,Ford,F-150,2018,149.12,66473,False,Phoenix,Electric,Truck,Automatic,4,510,"Sunroof, Leather",https://placekitten.com/600/400,4.1,199,164.14080924923547
3932,Hyundai,Mustang,2020,211.71,107868,True,Phoenix,Diesel,Sports,Manual,7,436,"AC, Backup Cam, Autopilot, Sunroof",https://dummyimage.com/600x400,4.7,217,260.2349278643997
3933,Honda,Mustang,2022,138.16,103478,False,Phoenix,Hybrid,Sports,Manual,5,367,"Autopilot, Sunroof, Leather, GPS",https://placekitten.com/600/400,4.9,188,156.55263222068896
3934,Ford,Altima,2020,134.09,124260,True,Boston,Hybrid,Sedan,Automatic,5,515,"Autopilot, Bluetooth, Sunroof, Leather",https://placekitten.com/600/400,3.9,150,149.3932891814939
3935,Hyundai,Mustang,2018,40.52,55219,True,Boston,Electric,Sports,Manual,4,523,"GPS, Sunroof",https://picsum.photos/600/400,3.7,135,40.88520267527096
3936,Toyota,Explorer,2024,194.51,64584,False,Dallas,Electric,SUV,Automatic,7,402,"Bluetooth, Sunroof",https://placekitten.com/600/400,3.7,253,205.8395852262373
3937,Audi,911,2021,225.21,17446,True,New York,Electric,Sports,Automatic,5,247,"AC, Sunroof, Backup Cam",https://dummyimage.com/600x400,4.3,9,267.4201498032051
3938,Honda,Civic,2019,214.83,56142,True,Phoenix,Hybrid,Sedan,Automatic,7,463,"Bluetooth, Autopilot, AC, Sunroof",https://picsum.photos/600/400,4.8,248,171.88191475491703
3939,Hyundai,Camry,2018,114.53,23568,True,Dallas,Hybrid,Sedan,Manual,7,428,"Sunroof, Autopilot",https://placekitten.com/600/400,4.2,195,108.5268070780763
3940,Chevrolet,F-150,2018,176.35,115583,True,Boston,Hybrid,Truck,Automatic,4,355,"Autopilot, Bluetooth, Sunroof, GPS",https://placekitten.com/600/400,4.2,139,155.91362517352553
3941,Honda,Explorer,2019,109.93,66755,True,Denver,Diesel,SUV,Automatic,4,153,"Bluetooth, Autopilot, AC, Sunroof",https://dummyimage.com/600x400,4.5,105,116.18204535123442
3942,Nissan,Silverado,2021,177.02,139993,False,Los Angeles,Electric,Truck,Automatic,5,575,"Backup Cam, GPS, Autopilot, Sunroof",https://picsum.photos/600/400,3.6,201,209.68608943005538
3943,Toyota,CR-V,2025,244.98,19708,True,New York,Diesel,SUV,Automatic,5,276,"GPS, Sunroof, Backup Cam, AC, Leather",https://dummyimage.com/600x400,3.6,226,223.04298588586067
3944,Toyota,Challenger,2018,89.08,105788,True,New York,Gas,Sports,Manual,5,452,"Backup Cam, AC, Leather",https://placekitten.com/600/400,4.4,293,57.14075304187337
